Configuration Index,RAM (GB),Processor Speeds (GHz),Integrated Wireless,HD Size (GB),Bundled Applications,Retail Price
237,2,2.4,No,120,Yes,329
478,1,2.4,No,120,No,336
734,1,1.5,No,120,No,371
718,4,2.4,No,120,No,476
532,4,1.5,Yes,80,No,427
674,4,1.5,Yes,40,No,413
105,4,1.5,No,40,Yes,350
577,1,1.5,Yes,40,Yes,322
585,1,1.5,No,40,Yes,308
428,4,2.4,No,80,No,448
622,1,2.4,No,120,No,350
209,2,2,Yes,40,Yes,355
194,2,1.5,Yes,40,No,280
578,1,1.5,Yes,40,No,287
492,2,1.5,No,80,No,301
250,4,1.5,No,40,No,329
434,1,1.5,Yes,40,No,273
761,1,2.4,No,40,Yes,399
730,1,1.5,No,40,No,329
50,2,1.5,Yes,40,No,260
441,1,1.5,No,40,Yes,294
387,4,1.5,Yes,80,Yes,462
197,2,1.5,Yes,120,Yes,390
108,4,1.5,No,80,No,343
326,1,2.4,Yes,120,No,350
379,2,2.4,No,80,Yes,371
238,2,2.4,No,120,No,294
203,2,1.5,No,80,Yes,350
763,1,2.4,No,80,Yes,427
316,1,2,No,80,No,287
380,2,2.4,No,80,No,336
575,4,2.4,No,300,Yes,539
803,2,2.4,Yes,80,Yes,455
319,1,2,No,300,Yes,378
781,2,1.5,No,120,Yes,420
63,2,1.5,No,300,Yes,287
442,1,1.5,No,40,No,259
470,1,2.4,Yes,120,No,350
66,2,2,Yes,40,No,285
418,4,2.4,Yes,40,No,434
205,2,1.5,No,120,Yes,370
308,1,2,Yes,80,No,301
534,4,1.5,Yes,120,No,441
320,1,2,No,300,No,343
380,2,2.4,No,80,No,336
657,2,2.4,Yes,40,Yes,371
17,1,2,Yes,40,Yes,238
26,1,2,No,40,No,189
200,2,1.5,Yes,300,No,400
282,4,2.4,No,40,No,364
195,2,1.5,Yes,80,Yes,259
51,2,1.5,Yes,80,Yes,245
208,2,1.5,No,300,No,380
193,2,1.5,Yes,40,Yes,330
63,2,1.5,No,300,Yes,287
610,1,2.4,Yes,40,No,322
468,1,2.4,Yes,80,No,336
201,2,1.5,No,40,Yes,310
361,2,2,No,40,Yes,415
477,1,2.4,No,120,Yes,371
193,2,1.5,Yes,40,Yes,231
346,2,1.5,No,40,No,238
228,2,2.4,Yes,80,No,294
311,1,2,Yes,300,Yes,392
222,2,2,No,120,No,345
18,1,2,Yes,40,No,203
202,2,1.5,No,40,No,260
857,4,2.4,No,40,Yes,525
584,1,1.5,Yes,300,No,371
484,2,1.5,Yes,80,No,315
249,4,1.5,No,40,Yes,364
316,1,2,No,80,No,287
483,2,1.5,Yes,80,Yes,350
782,2,1.5,No,120,No,385
44,1,2.4,No,80,No,252
222,2,2,No,120,No,345
526,2,2.4,No,120,No,350
657,2,2.4,Yes,40,Yes,371
850,4,2.4,Yes,40,No,504
197,2,1.5,Yes,120,Yes,390
130,4,2.4,Yes,40,No,364
638,2,1.5,No,120,No,329
198,2,1.5,Yes,120,No,340
144,4,2.4,No,300,No,434
580,1,1.5,Yes,80,No,315
761,1,2.4,No,40,Yes,399
627,2,1.5,Yes,80,Yes,364
198,2,1.5,Yes,120,No,340
362,2,2,No,40,No,365
23,1,2,Yes,300,Yes,322
587,1,1.5,No,80,Yes,336
112,4,1.5,No,300,No,399
215,2,2,Yes,300,Yes,475
568,4,2.4,Yes,300,No,518
214,2,2,Yes,120,No,365
215,2,2,Yes,300,Yes,475
252,4,1.5,No,80,No,357
820,4,1.5,Yes,80,No,497
623,1,2.4,No,300,Yes,427
91,2,2.4,No,80,Yes,301
370,2,2.4,Yes,40,No,322
397,4,1.5,No,120,Yes,462
399,4,1.5,No,300,Yes,504
255,4,1.5,No,300,Yes,448
665,2,2.4,No,40,Yes,357
65,2,2,Yes,40,Yes,335
30,1,2,No,120,No,231
764,1,2.4,No,80,No,392
183,1,2.4,Yes,300,Yes,371
213,2,2,Yes,120,Yes,415
471,1,2.4,Yes,300,Yes,427
138,4,2.4,No,40,No,350
810,2,2.4,No,40,No,378
222,2,2,No,120,No,345
224,2,2,No,300,No,405
188,1,2.4,No,80,No,266
86,2,2.4,Yes,120,No,294
827,4,1.5,No,80,Yes,518
250,4,1.5,No,40,No,329
203,2,1.5,No,80,Yes,350
723,1,1.5,Yes,80,Yes,406
490,2,1.5,No,40,No,273
528,2,2.4,No,300,No,392
310,1,2,Yes,120,No,315
208,2,1.5,No,300,No,380
446,1,1.5,No,120,No,301
220,2,2,No,80,No,325
200,2,1.5,Yes,300,No,400
105,4,1.5,No,40,Yes,350
438,1,1.5,Yes,120,No,315
282,4,2.4,No,40,No,364
523,2,2.4,No,80,Yes,371
668,2,2.4,No,80,No,350
56,2,1.5,Yes,300,No,266
84,2,2.4,Yes,80,No,280
399,4,1.5,No,300,Yes,504
213,2,2,Yes,120,Yes,415
757,1,2.4,Yes,120,Yes,455
637,2,1.5,No,120,Yes,364
639,2,1.5,No,300,Yes,406
361,2,2,No,40,Yes,415
109,4,1.5,No,120,Yes,392
399,4,1.5,No,300,Yes,504
522,2,2.4,No,40,No,308
361,2,2,No,40,Yes,415
201,2,1.5,No,40,Yes,310
277,4,2.4,Yes,120,Yes,455
48,1,2.4,No,300,No,308
205,2,1.5,No,120,Yes,370
37,1,2.4,Yes,120,Yes,315
672,2,2.4,No,300,No,406
342,2,1.5,Yes,120,No,294
660,2,2.4,Yes,80,No,364
20,1,2,Yes,80,No,231
197,2,1.5,Yes,120,Yes,273
90,2,2.4,No,40,No,238
24,1,2,Yes,300,No,287
378,2,2.4,No,40,No,308
657,2,2.4,Yes,40,Yes,371
175,1,2,No,300,Yes,322
542,4,1.5,No,120,No,427
383,2,2.4,No,300,Yes,427
225,2,2.4,Yes,40,Yes,301
350,2,1.5,No,120,No,280
639,2,1.5,No,300,Yes,406
778,2,1.5,No,40,No,343
197,2,1.5,Yes,120,Yes,390
104,4,1.5,Yes,300,No,413
476,1,2.4,No,80,No,322
88,2,2.4,Yes,300,No,336
344,2,1.5,Yes,300,No,336
430,4,2.4,No,120,No,462
252,4,1.5,No,80,No,357
810,2,2.4,No,40,No,378
538,4,1.5,No,40,No,385
193,2,1.5,Yes,40,Yes,231
195,2,1.5,Yes,80,Yes,370
585,1,1.5,No,40,Yes,308
223,2,2,No,300,Yes,455
163,1,2,Yes,80,Yes,280
481,2,1.5,Yes,40,Yes,322
399,4,1.5,No,300,Yes,504
312,1,2,Yes,300,No,357
488,2,1.5,Yes,300,No,371
283,4,2.4,No,80,Yes,427
163,1,2,Yes,80,Yes,280
50,2,1.5,Yes,40,No,260
206,2,1.5,No,120,No,224
208,2,1.5,No,300,No,380
354,2,2,Yes,40,No,385
440,1,1.5,Yes,300,No,357
828,4,1.5,No,80,No,483
468,1,2.4,Yes,80,No,336
328,1,2.4,Yes,300,No,392
831,4,1.5,No,300,Yes,574
55,2,1.5,Yes,300,Yes,301
223,2,2,No,300,Yes,455
26,1,2,No,40,No,189
242,4,1.5,Yes,40,No,343
205,2,1.5,No,120,Yes,370
832,4,1.5,No,300,No,539
804,2,2.4,Yes,80,No,420
612,1,2.4,Yes,80,No,350
588,1,1.5,No,80,No,301
421,4,2.4,Yes,120,Yes,511
732,1,1.5,No,80,No,357
239,2,2.4,No,300,Yes,371
330,1,2.4,No,40,No,294
274,4,2.4,Yes,40,No,378
224,2,2,No,300,No,405
724,1,1.5,Yes,80,No,371
197,2,1.5,Yes,120,Yes,273
343,2,1.5,Yes,300,Yes,371
107,4,1.5,No,80,Yes,378
176,1,2,No,300,No,287
208,2,1.5,No,300,No,266
422,4,2.4,Yes,120,No,476
337,2,1.5,Yes,40,Yes,287
664,2,2.4,Yes,300,No,420
467,1,2.4,Yes,80,Yes,371
200,2,1.5,Yes,300,No,400
484,2,1.5,Yes,80,No,315
624,1,2.4,No,300,No,392
31,1,2,No,300,Yes,308
189,1,2.4,No,120,Yes,315
275,4,2.4,Yes,80,Yes,441
542,4,1.5,No,120,No,427
107,4,1.5,No,80,Yes,378
133,4,2.4,Yes,120,Yes,441
101,4,1.5,Yes,120,Yes,406
288,4,2.4,No,300,No,448
111,4,1.5,No,300,Yes,434
733,1,1.5,No,120,Yes,406
324,1,2.4,Yes,80,No,336
54,2,1.5,Yes,120,No,224
417,4,2.4,Yes,40,Yes,469
37,1,2.4,Yes,120,Yes,315
435,1,1.5,Yes,80,Yes,336
206,2,1.5,No,120,No,224
182,1,2.4,Yes,120,No,294
162,1,2,Yes,40,No,217
485,2,1.5,Yes,120,Yes,364
523,2,2.4,No,80,Yes,371
97,4,1.5,Yes,40,Yes,364
636,2,1.5,No,80,No,315
354,2,2,Yes,40,No,385
216,2,2,Yes,300,No,425
98,4,1.5,Yes,40,No,329
723,1,1.5,Yes,80,Yes,406
255,4,1.5,No,300,Yes,448
585,1,1.5,No,40,Yes,308
220,2,2,No,80,No,325
136,4,2.4,Yes,300,No,448
307,1,2,Yes,80,Yes,336
520,2,2.4,Yes,300,No,406
622,1,2.4,No,120,No,350
142,4,2.4,No,120,No,392
132,4,2.4,Yes,80,No,392
62,2,1.5,No,120,No,210
324,1,2.4,Yes,80,No,336
433,1,1.5,Yes,40,Yes,308
479,1,2.4,No,300,Yes,413
212,2,2,Yes,80,No,345
207,2,1.5,No,300,Yes,430
199,2,1.5,Yes,300,Yes,450
334,1,2.4,No,120,No,336
832,4,1.5,No,300,No,539
62,2,1.5,No,120,No,210
60,2,1.5,No,80,No,196
772,2,1.5,Yes,80,No,385
223,2,2,No,300,Yes,455
89,2,2.4,No,40,Yes,273
856,4,2.4,Yes,300,No,588
275,4,2.4,Yes,80,Yes,441
49,2,1.5,Yes,40,Yes,310
213,2,2,Yes,120,Yes,415
434,1,1.5,Yes,40,No,273
630,2,1.5,Yes,120,No,343
179,1,2.4,Yes,80,Yes,315
305,1,2,Yes,40,Yes,308
439,1,1.5,Yes,300,Yes,392
224,2,2,No,300,No,405
220,2,2,No,80,No,325
484,2,1.5,Yes,80,No,315
195,2,1.5,Yes,80,Yes,259
55,2,1.5,Yes,300,Yes,301
623,1,2.4,No,300,Yes,427
308,1,2,Yes,80,No,301
673,4,1.5,Yes,40,Yes,448
227,2,2.4,Yes,80,Yes,329
447,1,1.5,No,300,Yes,378
177,1,2.4,Yes,40,Yes,287
477,1,2.4,No,120,Yes,371
437,1,1.5,Yes,120,Yes,350
53,2,1.5,Yes,120,Yes,259
205,2,1.5,No,120,Yes,259
327,1,2.4,Yes,300,Yes,427
519,2,2.4,Yes,300,Yes,441
237,2,2.4,No,120,Yes,329
849,4,2.4,Yes,40,Yes,539
35,1,2.4,Yes,80,Yes,301
91,2,2.4,No,80,Yes,301
616,1,2.4,Yes,300,No,406
188,1,2.4,No,80,No,266
637,2,1.5,No,120,Yes,364
481,2,1.5,Yes,40,Yes,322
709,4,2.4,Yes,120,Yes,525
207,2,1.5,No,300,Yes,430
186,1,2.4,No,40,No,238
256,4,1.5,No,300,No,413
223,2,2,No,300,Yes,455
48,1,2.4,No,300,No,308
108,4,1.5,No,80,No,343
63,2,1.5,No,300,Yes,287
732,1,1.5,No,80,No,357
615,1,2.4,Yes,300,Yes,441
101,4,1.5,Yes,120,Yes,406
321,1,2.4,Yes,40,Yes,343
674,4,1.5,Yes,40,No,413
228,2,2.4,Yes,80,No,294
728,1,1.5,Yes,300,No,427
246,4,1.5,Yes,120,No,385
665,2,2.4,No,40,Yes,357
230,2,2.4,Yes,120,No,308
727,1,1.5,Yes,300,Yes,462
225,2,2.4,Yes,40,Yes,301
821,4,1.5,Yes,120,Yes,546
448,1,1.5,No,300,No,343
370,2,2.4,Yes,40,No,322
168,1,2,Yes,300,No,301
421,4,2.4,Yes,120,Yes,511
496,2,1.5,No,300,No,357
658,2,2.4,Yes,40,No,336
205,2,1.5,No,120,Yes,370
684,4,1.5,No,80,No,427
144,4,2.4,No,300,No,434
346,2,1.5,No,40,No,340
216,2,2,Yes,300,No,425
580,1,1.5,Yes,80,No,315
369,2,2.4,Yes,40,Yes,357
101,4,1.5,Yes,120,Yes,406
638,2,1.5,No,120,No,329
325,1,2.4,Yes,120,Yes,385
476,1,2.4,No,80,No,322
47,1,2.4,No,300,Yes,343
492,2,1.5,No,80,No,301
347,2,1.5,No,80,Yes,301
245,4,1.5,Yes,120,Yes,420
136,4,2.4,Yes,300,No,448
197,2,1.5,Yes,120,Yes,273
722,1,1.5,Yes,40,No,343
374,2,2.4,Yes,120,No,364
816,2,2.4,No,300,No,462
665,2,2.4,No,40,Yes,357
97,4,1.5,Yes,40,Yes,364
215,2,2,Yes,300,Yes,475
400,4,1.5,No,300,No,469
286,4,2.4,No,120,No,406
468,1,2.4,Yes,80,No,336
518,2,2.4,Yes,120,No,364
350,2,1.5,No,120,No,280
378,2,2.4,No,40,No,308
199,2,1.5,Yes,300,Yes,450
426,4,2.4,No,40,No,420
40,1,2.4,Yes,300,No,322
350,2,1.5,No,120,No,280
733,1,1.5,No,120,Yes,406
446,1,1.5,No,120,No,301
513,2,2.4,Yes,40,Yes,357
856,4,2.4,Yes,300,No,588
199,2,1.5,Yes,300,Yes,450
209,2,2,Yes,40,Yes,355
396,4,1.5,No,80,No,413
614,1,2.4,Yes,120,No,364
195,2,1.5,Yes,80,Yes,370
219,2,2,No,80,Yes,375
340,2,1.5,Yes,80,No,280
209,2,2,Yes,40,Yes,355
228,2,2.4,Yes,80,No,294
707,4,2.4,Yes,80,Yes,511
241,4,1.5,Yes,40,Yes,378
331,1,2.4,No,80,Yes,357
168,1,2,Yes,300,No,301
225,2,2.4,Yes,40,Yes,301
56,2,1.5,Yes,300,No,266
634,2,1.5,No,40,No,287
433,1,1.5,Yes,40,Yes,308
377,2,2.4,No,40,Yes,343
205,2,1.5,No,120,Yes,370
57,2,1.5,No,40,Yes,290
586,1,1.5,No,40,No,273
354,2,2,Yes,40,No,385
478,1,2.4,No,120,No,336
658,2,2.4,Yes,40,No,336
203,2,1.5,No,80,Yes,350
609,1,2.4,Yes,40,Yes,357
417,4,2.4,Yes,40,Yes,469
864,4,2.4,No,300,No,574
438,1,1.5,Yes,120,No,315
657,2,2.4,Yes,40,Yes,371
222,2,2,No,120,No,345
96,2,2.4,No,300,No,322
673,4,1.5,Yes,40,Yes,448
167,1,2,Yes,300,Yes,336
340,2,1.5,Yes,80,No,280
201,2,1.5,No,40,Yes,310
203,2,1.5,No,80,Yes,350
855,4,2.4,Yes,300,Yes,623
208,2,1.5,No,300,No,266
181,1,2.4,Yes,120,Yes,329
680,4,1.5,Yes,300,No,497
483,2,1.5,Yes,80,Yes,350
396,4,1.5,No,80,No,413
89,2,2.4,No,40,Yes,273
732,1,1.5,No,80,No,357
468,1,2.4,Yes,80,No,336
588,1,1.5,No,80,No,301
494,2,1.5,No,120,No,315
436,1,1.5,Yes,80,No,301
427,4,2.4,No,80,Yes,483
197,2,1.5,Yes,120,Yes,390
728,1,1.5,Yes,300,No,427
189,1,2.4,No,120,Yes,315
622,1,2.4,No,120,No,350
50,2,1.5,Yes,40,No,260
579,1,1.5,Yes,80,Yes,350
662,2,2.4,Yes,120,No,378
658,2,2.4,Yes,40,No,336
102,4,1.5,Yes,120,No,371
184,1,2.4,Yes,300,No,336
589,1,1.5,No,120,Yes,350
200,2,1.5,Yes,300,No,400
537,4,1.5,No,40,Yes,420
208,2,1.5,No,300,No,380
228,2,2.4,Yes,80,No,294
777,2,1.5,No,40,Yes,378
221,2,2,No,120,Yes,395
628,2,1.5,Yes,80,No,329
772,2,1.5,Yes,80,No,385
465,1,2.4,Yes,40,Yes,343
84,2,2.4,Yes,80,No,280
521,2,2.4,No,40,Yes,343
858,4,2.4,No,40,No,490
446,1,1.5,No,120,No,301
612,1,2.4,Yes,80,No,350
491,2,1.5,No,80,Yes,336
810,2,2.4,No,40,No,378
636,2,1.5,No,80,No,315
167,1,2,Yes,300,Yes,336
48,1,2.4,No,300,No,308
208,2,1.5,No,300,No,266
142,4,2.4,No,120,No,392
198,2,1.5,Yes,120,No,238
671,2,2.4,No,300,Yes,441
39,1,2.4,Yes,300,Yes,357
191,1,2.4,No,300,Yes,357
188,1,2.4,No,80,No,266
484,2,1.5,Yes,80,No,315
212,2,2,Yes,80,No,345
664,2,2.4,Yes,300,No,420
311,1,2,Yes,300,Yes,392
197,2,1.5,Yes,120,Yes,390
688,4,1.5,No,300,No,483
288,4,2.4,No,300,No,448
31,1,2,No,300,Yes,308
56,2,1.5,Yes,300,No,266
660,2,2.4,Yes,80,No,364
310,1,2,Yes,120,No,315
89,2,2.4,No,40,Yes,273
630,2,1.5,Yes,120,No,343
814,2,2.4,No,120,No,420
203,2,1.5,No,80,Yes,245
322,1,2.4,Yes,40,No,308
129,4,2.4,Yes,40,Yes,399
354,2,2,Yes,40,No,385
325,1,2.4,Yes,120,Yes,385
195,2,1.5,Yes,80,Yes,370
856,4,2.4,Yes,300,No,588
763,1,2.4,No,80,Yes,427
441,1,1.5,No,40,Yes,294
766,1,2.4,No,120,No,406
47,1,2.4,No,300,Yes,343
136,4,2.4,Yes,300,No,448
63,2,1.5,No,300,Yes,287
173,1,2,No,120,Yes,280
205,2,1.5,No,120,Yes,259
236,2,2.4,No,80,No,280
209,2,2,Yes,40,Yes,355
674,4,1.5,Yes,40,No,413
811,2,2.4,No,80,Yes,441
279,4,2.4,Yes,300,Yes,497
227,2,2.4,Yes,80,Yes,329
338,2,1.5,Yes,40,No,252
284,4,2.4,No,80,No,392
222,2,2,No,120,No,345
137,4,2.4,No,40,Yes,385
253,4,1.5,No,120,Yes,406
282,4,2.4,No,40,No,364
274,4,2.4,Yes,40,No,378
332,1,2.4,No,80,No,322
382,2,2.4,No,120,No,350
491,2,1.5,No,80,Yes,336
373,2,2.4,Yes,120,Yes,399
102,4,1.5,Yes,120,No,371
142,4,2.4,No,120,No,392
520,2,2.4,Yes,300,No,406
588,1,1.5,No,80,No,301
418,4,2.4,Yes,40,No,434
755,1,2.4,Yes,80,Yes,441
274,4,2.4,Yes,40,No,378
443,1,1.5,No,80,Yes,322
197,2,1.5,Yes,120,Yes,390
216,2,2,Yes,300,No,425
721,1,1.5,Yes,40,Yes,378
832,4,1.5,No,300,No,539
445,1,1.5,No,120,Yes,336
376,2,2.4,Yes,300,No,406
214,2,2,Yes,120,No,365
772,2,1.5,Yes,80,No,385
821,4,1.5,Yes,120,Yes,546
346,2,1.5,No,40,No,340
380,2,2.4,No,80,No,336
513,2,2.4,Yes,40,Yes,357
388,4,1.5,Yes,80,No,427
308,1,2,Yes,80,No,301
577,1,1.5,Yes,40,Yes,322
667,2,2.4,No,80,Yes,385
781,2,1.5,No,120,Yes,420
277,4,2.4,Yes,120,Yes,455
623,1,2.4,No,300,Yes,427
35,1,2.4,Yes,80,Yes,301
538,4,1.5,No,40,No,385
577,1,1.5,Yes,40,Yes,322
212,2,2,Yes,80,No,345
106,4,1.5,No,40,No,315
176,1,2,No,300,No,287
282,4,2.4,No,40,No,364
110,4,1.5,No,120,No,357
222,2,2,No,120,No,345
328,1,2.4,Yes,300,No,392
200,2,1.5,Yes,300,No,400
137,4,2.4,No,40,Yes,385
24,1,2,Yes,300,No,287
361,2,2,No,40,Yes,415
361,2,2,No,40,Yes,415
813,2,2.4,No,120,Yes,455
245,4,1.5,Yes,120,Yes,420
203,2,1.5,No,80,Yes,350
761,1,2.4,No,40,Yes,399
668,2,2.4,No,80,No,350
620,1,2.4,No,80,No,336
201,2,1.5,No,40,Yes,310
112,4,1.5,No,300,No,399
195,2,1.5,Yes,80,Yes,370
214,2,2,Yes,120,No,365
579,1,1.5,Yes,80,Yes,350
98,4,1.5,Yes,40,No,329
106,4,1.5,No,40,No,315
334,1,2.4,No,120,No,336
666,2,2.4,No,40,No,322
758,1,2.4,Yes,120,No,420
282,4,2.4,No,40,No,364
733,1,1.5,No,120,Yes,406
861,4,2.4,No,120,Yes,567
353,2,2,Yes,40,Yes,435
245,4,1.5,Yes,120,Yes,420
133,4,2.4,Yes,120,Yes,441
31,1,2,No,300,Yes,308
628,2,1.5,Yes,80,No,329
447,1,1.5,No,300,Yes,378
513,2,2.4,Yes,40,Yes,357
626,2,1.5,Yes,40,No,301
108,4,1.5,No,80,No,343
39,1,2.4,Yes,300,Yes,357
468,1,2.4,Yes,80,No,336
242,4,1.5,Yes,40,No,343
732,1,1.5,No,80,No,357
221,2,2,No,120,Yes,395
84,2,2.4,Yes,80,No,280
431,4,2.4,No,300,Yes,539
19,1,2,Yes,80,Yes,266
251,4,1.5,No,80,Yes,392
761,1,2.4,No,40,Yes,399
314,1,2,No,40,No,259
240,2,2.4,No,300,No,336
678,4,1.5,Yes,120,No,455
19,1,2,Yes,80,Yes,266
482,2,1.5,Yes,40,No,287
830,4,1.5,No,120,No,497
708,4,2.4,Yes,80,No,476
765,1,2.4,No,120,Yes,441
219,2,2,No,80,Yes,375
241,4,1.5,Yes,40,Yes,378
96,2,2.4,No,300,No,322
192,1,2.4,No,300,No,322
205,2,1.5,No,120,Yes,370
581,1,1.5,Yes,120,Yes,364
709,4,2.4,Yes,120,Yes,525
200,2,1.5,Yes,300,No,400
249,4,1.5,No,40,Yes,364
522,2,2.4,No,40,No,308
387,4,1.5,Yes,80,Yes,462
217,2,2,No,40,Yes,335
241,4,1.5,Yes,40,Yes,378
333,1,2.4,No,120,Yes,371
95,2,2.4,No,300,Yes,357
617,1,2.4,No,40,Yes,343
221,2,2,No,120,Yes,395
518,2,2.4,Yes,120,No,364
476,1,2.4,No,80,No,322
626,2,1.5,Yes,40,No,301
203,2,1.5,No,80,Yes,245
213,2,2,Yes,120,Yes,415
181,1,2.4,Yes,120,Yes,329
26,1,2,No,40,No,189
346,2,1.5,No,40,No,340
286,4,2.4,No,120,No,406
661,2,2.4,Yes,120,Yes,413
818,4,1.5,Yes,40,No,469
199,2,1.5,Yes,300,Yes,450
288,4,2.4,No,300,No,448
445,1,1.5,No,120,Yes,336
319,1,2,No,300,Yes,378
465,1,2.4,Yes,40,Yes,343
197,2,1.5,Yes,120,Yes,390
281,4,2.4,No,40,Yes,399
221,2,2,No,120,Yes,395
40,1,2.4,Yes,300,No,322
214,2,2,Yes,120,No,365
284,4,2.4,No,80,No,392
89,2,2.4,No,40,Yes,273
24,1,2,Yes,300,No,287
472,1,2.4,Yes,300,No,392
31,1,2,No,300,Yes,308
207,2,1.5,No,300,Yes,430
276,4,2.4,Yes,80,No,406
195,2,1.5,Yes,80,Yes,370
495,2,1.5,No,300,Yes,392
337,2,1.5,Yes,40,Yes,287
666,2,2.4,No,40,No,322
764,1,2.4,No,80,No,392
321,1,2.4,Yes,40,Yes,343
769,2,1.5,Yes,40,Yes,392
352,2,1.5,No,300,No,322
373,2,2.4,Yes,120,Yes,399
42,1,2.4,No,40,No,224
577,1,1.5,Yes,40,Yes,322
214,2,2,Yes,120,No,365
688,4,1.5,No,300,No,483
638,2,1.5,No,120,No,329
332,1,2.4,No,80,No,322
684,4,1.5,No,80,No,427
680,4,1.5,Yes,300,No,497
111,4,1.5,No,300,Yes,434
200,2,1.5,Yes,300,No,400
861,4,2.4,No,120,Yes,567
492,2,1.5,No,80,No,301
183,1,2.4,Yes,300,Yes,371
829,4,1.5,No,120,Yes,532
327,1,2.4,Yes,300,Yes,427
589,1,1.5,No,120,Yes,350
207,2,1.5,No,300,Yes,430
561,4,2.4,Yes,40,Yes,469
620,1,2.4,No,80,No,336
200,2,1.5,Yes,300,No,400
767,1,2.4,No,300,Yes,483
273,4,2.4,Yes,40,Yes,413
82,2,2.4,Yes,40,No,252
94,2,2.4,No,120,No,280
420,4,2.4,Yes,80,No,462
731,1,1.5,No,80,Yes,392
474,1,2.4,No,40,No,294
65,2,2,Yes,40,Yes,335
208,2,1.5,No,300,No,266
733,1,1.5,No,120,Yes,406
682,4,1.5,No,40,No,399
828,4,1.5,No,80,No,483
346,2,1.5,No,40,No,340
622,1,2.4,No,120,No,350
214,2,2,Yes,120,No,365
484,2,1.5,Yes,80,No,315
197,2,1.5,Yes,120,Yes,273
23,1,2,Yes,300,Yes,322
569,4,2.4,No,40,Yes,455
132,4,2.4,Yes,80,No,392
429,4,2.4,No,120,Yes,497
32,1,2,No,300,No,273
622,1,2.4,No,120,No,350
590,1,1.5,No,120,No,315
438,1,1.5,Yes,120,No,315
199,2,1.5,Yes,300,Yes,315
808,2,2.4,Yes,300,No,476
37,1,2.4,Yes,120,Yes,315
610,1,2.4,Yes,40,No,322
273,4,2.4,Yes,40,Yes,413
218,2,2,No,40,No,285
31,1,2,No,300,Yes,308
101,4,1.5,Yes,120,Yes,406
431,4,2.4,No,300,Yes,539
197,2,1.5,Yes,120,Yes,390
191,1,2.4,No,300,Yes,357
81,2,2.4,Yes,40,Yes,287
56,2,1.5,Yes,300,No,266
219,2,2,No,80,Yes,375
329,1,2.4,No,40,Yes,329
580,1,1.5,Yes,80,No,315
205,2,1.5,No,120,Yes,259
544,4,1.5,No,300,No,469
24,1,2,Yes,300,No,287
765,1,2.4,No,120,Yes,441
282,4,2.4,No,40,No,364
275,4,2.4,Yes,80,Yes,441
628,2,1.5,Yes,80,No,329
327,1,2.4,Yes,300,Yes,427
468,1,2.4,Yes,80,No,336
245,4,1.5,Yes,120,Yes,420
728,1,1.5,Yes,300,No,427
831,4,1.5,No,300,Yes,574
53,2,1.5,Yes,120,Yes,259
217,2,2,No,40,Yes,335
281,4,2.4,No,40,Yes,399
440,1,1.5,Yes,300,No,357
22,1,2,Yes,120,No,245
418,4,2.4,Yes,40,No,434
361,2,2,No,40,Yes,415
854,4,2.4,Yes,120,No,546
482,2,1.5,Yes,40,No,287
672,2,2.4,No,300,No,406
634,2,1.5,No,40,No,287
533,4,1.5,Yes,120,Yes,476
219,2,2,No,80,Yes,375
852,4,2.4,Yes,80,No,532
25,1,2,No,40,Yes,224
544,4,1.5,No,300,No,469
587,1,1.5,No,80,Yes,336
570,4,2.4,No,40,No,420
630,2,1.5,Yes,120,No,343
631,2,1.5,Yes,300,Yes,420
325,1,2.4,Yes,120,Yes,385
103,4,1.5,Yes,300,Yes,448
104,4,1.5,Yes,300,No,413
534,4,1.5,Yes,120,No,441
191,1,2.4,No,300,Yes,357
31,1,2,No,300,Yes,308
208,2,1.5,No,300,No,380
345,2,1.5,No,40,Yes,273
427,4,2.4,No,80,Yes,483
441,1,1.5,No,40,Yes,294
666,2,2.4,No,40,No,322
224,2,2,No,300,No,405
471,1,2.4,Yes,300,Yes,427
398,4,1.5,No,120,No,427
448,1,1.5,No,300,No,343
132,4,2.4,Yes,80,No,392
225,2,2.4,Yes,40,Yes,301
214,2,2,Yes,120,No,365
235,2,2.4,No,80,Yes,315
199,2,1.5,Yes,300,Yes,450
213,2,2,Yes,120,Yes,415
337,2,1.5,Yes,40,Yes,287
859,4,2.4,No,80,Yes,553
21,1,2,Yes,120,Yes,280
775,2,1.5,Yes,300,Yes,476
176,1,2,No,300,No,287
802,2,2.4,Yes,40,No,392
626,2,1.5,Yes,40,No,301
219,2,2,No,80,Yes,375
369,2,2.4,Yes,40,Yes,357
211,2,2,Yes,80,Yes,395
321,1,2.4,Yes,40,Yes,343
424,4,2.4,Yes,300,No,518
534,4,1.5,Yes,120,No,441
200,2,1.5,Yes,300,No,400
574,4,2.4,No,120,No,462
73,2,2,No,40,Yes,315
632,2,1.5,Yes,300,No,385
91,2,2.4,No,80,Yes,301
516,2,2.4,Yes,80,No,350
216,2,2,Yes,300,No,425
56,2,1.5,Yes,300,No,266
762,1,2.4,No,40,No,364
468,1,2.4,Yes,80,No,336
385,4,1.5,Yes,40,Yes,434
723,1,1.5,Yes,80,Yes,406
222,2,2,No,120,No,345
490,2,1.5,No,40,No,273
816,2,2.4,No,300,No,462
251,4,1.5,No,80,Yes,392
388,4,1.5,Yes,80,No,427
28,1,2,No,80,No,217
223,2,2,No,300,Yes,455
